timestamp,role,model,prompt_version,item_id,persona_id,input_tokens,output_tokens,total_tokens,token_source,est_cost_usd,latency_s,ok
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0047,8,952,317,1269,api,0.000872,2.148,1
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0047,9,952,354,1306,api,0.000946,2.237,1
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0048,9,1039,343,1382,api,0.00094575,2.219,1
2026-07-04T18:14:45,human_persona,gpt-5.4-mini,persona,item_0049,1,1051,292,1343,api,0.00084675,1.978,1
2026-07-04T18:14:46,human_persona,gpt-5.4-mini,persona,item_0048,10,1046,348,1394,api,0.0009575,2.441,1
2026-07-04T18:14:46,human_persona,gpt-5.4-mini,persona,item_0050,1,790,302,1092,api,0.0008015,2.014,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0049,10,1073,343,1416,api,0.00095425,2.8,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0050,2,789,297,1086,api,0.00079125,2.301,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0052,4,798,246,1044,api,0.0006915,1.668,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0052,3,800,285,1085,api,0.00077,2.039,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0051,2,939,294,1233,api,0.00082275,2.234,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0051,3,946,318,1264,api,0.0008725,2.19,1
2026-07-04T18:14:47,human_persona,gpt-5.4-mini,persona,item_0053,4,881,274,1155,api,0.00076825,1.782,1
2026-07-04T18:14:48,human_persona,gpt-5.4-mini,persona,item_0053,5,882,297,1179,api,0.0008145,2.306,1
2026-07-04T18:14:48,human_persona,gpt-5.4-mini,persona,item_0054,5,1130,312,1442,api,0.0009065,2.292,1
2026-07-04T18:14:49,human_persona,gpt-5.4-mini,persona,item_0054,6,1142,278,1420,api,0.0008415,2.284,1
2026-07-04T18:14:49,human_persona,gpt-5.4-mini,persona,item_0055,6,805,281,1086,api,0.00076325,1.859,1
2026-07-04T18:14:49,human_persona,gpt-5.4-mini,persona,item_0055,7,784,270,1054,api,0.000736,2.004,1
2026-07-04T18:14:49,human_persona,gpt-5.4-mini,persona,item_0056,8,853,284,1137,api,0.00078125,1.936,1
2026-07-04T18:14:49,human_persona,gpt-5.4-mini,persona,item_0056,7,834,301,1135,api,0.0008105,2.421,1
2026-07-04T18:14:50,human_persona,gpt-5.4-mini,persona,item_0057,8,1047,313,1360,api,0.00088775,2.353,1
2026-07-04T18:14:50,human_persona,gpt-5.4-mini,persona,item_0057,9,1047,323,1370,api,0.00090775,2.351,1
2026-07-04T18:14:50,human_persona,gpt-5.4-mini,persona,item_0058,9,816,299,1115,api,0.000802,2.564,1
2026-07-04T18:14:50,human_persona,gpt-5.4-mini,persona,item_0058,10,823,270,1093,api,0.00074575,2.042,1
2026-07-04T18:14:50,human_persona,gpt-5.4-mini,persona,item_0059,1,834,307,1141,api,0.0008225,2.191,1
2026-07-04T18:14:51,human_persona,gpt-5.4-mini,persona,item_0060,1,825,285,1110,api,0.00077625,1.931,1
2026-07-04T18:14:51,human_persona,gpt-5.4-mini,persona,item_0061,2,960,283,1243,api,0.000806,2.267,1
2026-07-04T18:14:51,human_persona,gpt-5.4-mini,persona,item_0059,10,856,282,1138,api,0.000778,2.859,1
2026-07-04T18:14:52,human_persona,gpt-5.4-mini,persona,item_0062,4,855,278,1133,api,0.00076975,2.067,1
2026-07-04T18:14:52,human_persona,gpt-5.4-mini,persona,item_0062,3,857,310,1167,api,0.00083425,2.418,1
2026-07-04T18:14:52,human_persona,gpt-5.4-mini,persona,item_0060,2,824,292,1116,api,0.00079,3.163,1
2026-07-04T18:14:52,human_persona,gpt-5.4-mini,persona,item_0063,5,940,320,1260,api,0.000875,2.499,1
2026-07-04T18:14:52,human_persona,gpt-5.4-mini,persona,item_0063,4,939,273,1212,api,0.00078075,2.566,1
2026-07-04T18:14:52,human_persona,gpt-5.4-mini,persona,item_0064,5,789,311,1100,api,0.00081925,2.056,1
2026-07-04T18:14:53,human_persona,gpt-5.4-mini,persona,item_0064,6,801,275,1076,api,0.00075025,2.45,1
2026-07-04T18:14:53,human_persona,gpt-5.4-mini,persona,item_0061,3,967,308,1275,api,0.00085775,3.798,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0065,6,1060,328,1388,api,0.000921,2.344,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0066,8,795,295,1090,api,0.00078875,1.999,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0065,7,1039,340,1379,api,0.00093975,2.574,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0066,7,776,316,1092,api,0.000826,2.377,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0067,9,1048,289,1337,api,0.00084,1.834,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0067,8,1048,303,1351,api,0.000868,2.011,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0068,10,837,259,1096,api,0.00072725,1.795,1
2026-07-04T18:14:54,human_persona,gpt-5.4-mini,persona,item_0068,9,830,311,1141,api,0.0008295,1.908,1
2026-07-04T18:14:55,human_persona,gpt-5.4-mini,persona,item_0069,10,1297,302,1599,api,0.00092825,2.151,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0070,1,833,262,1095,api,0.00073225,1.87,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0069,1,1275,366,1641,api,0.00105075,2.755,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0072,4,815,268,1083,api,0.00073975,1.747,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0070,2,832,260,1092,api,0.000728,1.987,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0073,4,827,277,1104,api,0.00076075,1.903,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0071,2,784,290,1074,api,0.000776,2.205,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0071,3,791,278,1069,api,0.00075375,2.239,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0073,5,828,291,1119,api,0.000789,2.088,1
2026-07-04T18:14:56,human_persona,gpt-5.4-mini,persona,item_0072,3,817,295,1112,api,0.00079425,2.249,1
2026-07-04T18:14:58,human_persona,gpt-5.4-mini,persona,item_0075,6,817,251,1068,api,0.00070625,1.78,1
2026-07-04T18:14:58,human_persona,gpt-5.4-mini,persona,item_0074,6,821,309,1130,api,0.00082325,2.249,1
2026-07-04T18:14:58,human_persona,gpt-5.4-mini,persona,item_0075,7,796,249,1045,api,0.000697,1.969,1
2026-07-04T18:14:58,human_persona,gpt-5.4-mini,persona,item_0074,5,809,347,1156,api,0.00089625,2.579,1
2026-07-04T18:14:58,human_persona,gpt-5.4-mini,persona,item_0076,8,1035,280,1315,api,0.00081875,1.988,1
2026-07-04T18:14:58,human_persona,gpt-5.4-mini,persona,item_0076,7,1016,264,1280,api,0.000782,2.272,1
2026-07-04T18:14:59,human_persona,gpt-5.4-mini,persona,item_0078,9,1118,306,1424,api,0.0008915,2.108,1
2026-07-04T18:14:59,human_persona,gpt-5.4-mini,persona,item_0077,8,830,279,1109,api,0.0007655,2.309,1
2026-07-04T18:14:59,human_persona,gpt-5.4-mini,persona,item_0078,10,1125,307,1432,api,0.00089525,2.217,1
2026-07-04T18:14:59,human_persona,gpt-5.4-mini,persona,item_0077,9,830,258,1088,api,0.0007235,2.855,1
2026-07-04T18:15:00,human_persona,gpt-5.4-mini,persona,item_0079,1,787,311,1098,api,0.00081875,2.24,1
2026-07-04T18:15:00,human_persona,gpt-5.4-mini,persona,item_0080,1,954,292,1246,api,0.0008225,2.022,1
2026-07-04T18:15:00,human_persona,gpt-5.4-mini,persona,item_0079,10,809,300,1109,api,0.00080225,2.137,1
2026-07-04T18:15:00,human_persona,gpt-5.4-mini,persona,item_0080,2,953,269,1222,api,0.00077625,2.243,1
2026-07-04T18:15:00,human_persona,gpt-5.4-mini,persona,item_0082,4,843,250,1093,api,0.00071075,1.82,1
2026-07-04T18:15:01,human_persona,gpt-5.4-mini,persona,item_0083,4,899,269,1168,api,0.00076275,1.863,1
2026-07-04T18:15:01,human_persona,gpt-5.4-mini,persona,item_0081,2,781,306,1087,api,0.00080725,2.569,1
2026-07-04T18:15:01,human_persona,gpt-5.4-mini,persona,item_0082,3,845,307,1152,api,0.00082525,2.96,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0083,5,900,330,1230,api,0.000885,2.411,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0081,3,788,333,1121,api,0.000863,3.58,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0084,6,1006,291,1297,api,0.0008335,2.008,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0084,5,994,285,1279,api,0.0008185,2.128,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0085,6,927,259,1186,api,0.00074975,2.152,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0085,7,906,283,1189,api,0.0007925,2.11,1
2026-07-04T18:15:02,human_persona,gpt-5.4-mini,persona,item_0086,7,790,286,1076,api,0.0007695,2.141,1
2026-07-04T18:15:03,human_persona,gpt-5.4-mini,persona,item_0086,8,809,301,1110,api,0.00080425,2.004,1
2026-07-04T18:15:03,human_persona,gpt-5.4-mini,persona,item_0087,8,878,317,1195,api,0.0008535,2.325,1
2026-07-04T18:15:03,human_persona,gpt-5.4-mini,persona,item_0087,9,878,310,1188,api,0.0008395,1.91,1
2026-07-04T18:15:03,human_persona,gpt-5.4-mini,persona,item_0088,9,832,266,1098,api,0.00074,1.927,1
2026-07-04T18:15:04,human_persona,gpt-5.4-mini,persona,item_0088,10,839,265,1104,api,0.00073975,2.133,1
2026-07-04T18:15:04,human_persona,gpt-5.4-mini,persona,item_0089,10,939,295,1234,api,0.00082475,2.253,1
2026-07-04T18:15:04,human_persona,gpt-5.4-mini,persona,item_0089,1,917,286,1203,api,0.00080125,2.478,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0091,3,818,314,1132,api,0.0008325,2.249,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0090,1,798,313,1111,api,0.0008255,2.685,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0091,2,811,274,1085,api,0.00075075,2.501,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0092,3,799,281,1080,api,0.00076175,2.043,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0090,2,797,302,1099,api,0.00080325,3.007,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0093,4,833,265,1098,api,0.00073825,1.928,1
2026-07-04T18:15:05,human_persona,gpt-5.4-mini,persona,item_0092,4,797,248,1045,api,0.00069525,2.076,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0094,6,913,295,1208,api,0.00081825,2.232,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0094,5,901,335,1236,api,0.00089525,2.509,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0095,6,805,269,1074,api,0.00073925,2.163,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0095,7,784,286,1070,api,0.000768,2.323,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0096,7,793,284,1077,api,0.00076625,2.432,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0097,8,862,307,1169,api,0.0008295,2.072,1
2026-07-04T18:15:07,human_persona,gpt-5.4-mini,persona,item_0097,9,862,303,1165,api,0.0008215,2.062,1
2026-07-04T18:15:08,human_persona,gpt-5.4-mini,persona,item_0096,8,812,300,1112,api,0.000803,2.472,1
2026-07-04T18:15:08,human_persona,gpt-5.4-mini,persona,item_0098,9,878,303,1181,api,0.0008255,2.405,1
2026-07-04T18:15:09,human_persona,gpt-5.4-mini,persona,item_0099,1,1056,282,1338,api,0.000828,1.728,1
2026-07-04T18:15:09,human_persona,gpt-5.4-mini,persona,item_0100,1,825,267,1092,api,0.00074025,1.856,1
2026-07-04T18:15:09,human_persona,gpt-5.4-mini,persona,item_0099,10,1078,297,1375,api,0.0008635,2.163,1
2026-07-04T18:15:09,human_persona,gpt-5.4-mini,persona,item_0098,10,885,318,1203,api,0.00085725,2.806,1
2026-07-04T18:15:09,human_persona,gpt-5.4-mini,persona,item_0101,2,973,286,1259,api,0.00081525,2.025,1
2026-07-04T18:15:09,human_persona,gpt-5.4-mini,persona,item_0101,3,980,306,1286,api,0.000857,1.99,1
2026-07-04T18:15:10,human_persona,gpt-5.4-mini,persona,item_0102,4,981,257,1238,api,0.00075925,1.848,1
2026-07-04T18:15:10,human_persona,gpt-5.4-mini,persona,item_0102,3,983,345,1328,api,0.00093575,2.217,1
2026-07-04T18:15:10,human_persona,gpt-5.4-mini,persona,item_0103,4,861,262,1123,api,0.00073925,1.714,1
2026-07-04T18:15:11,human_persona,gpt-5.4-mini,persona,item_0103,5,862,307,1169,api,0.0008295,2.193,1
2026-07-04T18:15:11,human_persona,gpt-5.4-mini,persona,item_0104,5,814,317,1131,api,0.0008375,2.335,1
2026-07-04T18:15:12,human_persona,gpt-5.4-mini,persona,item_0105,7,812,279,1091,api,0.000761,2.019,1
2026-07-04T18:15:12,human_persona,gpt-5.4-mini,persona,item_0106,8,942,281,1223,api,0.0007975,2.014,1
2026-07-04T18:15:12,human_persona,gpt-5.4-mini,persona,item_0100,2,824,302,1126,api,0.00081,4.627,1
2026-07-04T18:15:12,human_persona,gpt-5.4-mini,persona,item_0104,6,826,276,1102,api,0.0007585,2.768,1
2026-07-04T18:15:12,human_persona,gpt-5.4-mini,persona,item_0106,7,923,296,1219,api,0.00082275,2.63,1
2026-07-04T18:15:12,human_persona,gpt-5.4-mini,persona,item_0105,6,833,284,1117,api,0.00077625,2.865,1
2026-07-04T18:15:13,human_persona,gpt-5.4-mini,persona,item_0107,8,846,310,1156,api,0.0008315,2.581,1
2026-07-04T18:15:13,human_persona,gpt-5.4-mini,persona,item_0109,1,789,252,1041,api,0.00070125,1.674,1
2026-07-04T18:15:14,human_persona,gpt-5.4-mini,persona,item_0107,9,846,323,1169,api,0.0008575,2.333,1
2026-07-04T18:15:14,human_persona,gpt-5.4-mini,persona,item_0108,9,901,318,1219,api,0.00086125,2.13,1
2026-07-04T18:15:14,human_persona,gpt-5.4-mini,persona,item_0108,10,908,288,1196,api,0.000803,2.157,1
2026-07-04T18:15:14,human_persona,gpt-5.4-mini,persona,item_0109,10,811,270,1081,api,0.00074275,1.944,1
2026-07-04T18:15:14,human_persona,gpt-5.4-mini,persona,item_0110,1,897,294,1191,api,0.00081225,2.013,1
2026-07-04T18:15:14,human_persona,gpt-5.4-mini,persona,item_0111,2,780,274,1054,api,0.000743,2.062,1
2026-07-04T18:15:15,human_persona,gpt-5.4-mini,persona,item_0111,3,787,291,1078,api,0.00077875,1.978,1
2026-07-04T18:15:15,human_persona,gpt-5.4-mini,persona,item_0112,4,1045,236,1281,api,0.00073325,1.599,1
2026-07-04T18:15:15,human_persona,gpt-5.4-mini,persona,item_0113,4,855,282,1137,api,0.00077775,1.823,1
2026-07-04T18:15:15,human_persona,gpt-5.4-mini,persona,item_0112,3,1047,285,1332,api,0.00083175,1.949,1
2026-07-04T18:15:16,human_persona,gpt-5.4-mini,persona,item_0114,5,824,299,1123,api,0.000804,2.046,1
2026-07-04T18:15:16,human_persona,gpt-5.4-mini,persona,item_0114,6,836,282,1118,api,0.000773,1.941,1
2026-07-04T18:15:16,human_persona,gpt-5.4-mini,persona,item_0115,6,834,304,1138,api,0.0008165,1.933,1
2026-07-04T18:15:16,human_persona,gpt-5.4-mini,persona,item_0110,2,896,282,1178,api,0.000788,4.019,1
2026-07-04T18:15:16,human_persona,gpt-5.4-mini,persona,item_0113,5,856,303,1159,api,0.00082,2.763,1
2026-07-04T18:15:17,human_persona,gpt-5.4-mini,persona,item_0093,5,834,332,1166,api,0.0008725,12.745,1
