timestamp,role,model,prompt_version,item_id,persona_id,input_tokens,output_tokens,total_tokens,token_source,est_cost_usd,latency_s,ok
2026-07-09T15:48:49,human_persona,gpt-5.4-mini,persona,item_0102,2,942,314,1256,api,0.0008635,2.314,1
2026-07-09T15:48:49,human_persona,gpt-5.4-mini,persona,item_0095,1,972,357,1329,api,0.000957,5.801,1
2026-07-09T15:48:49,human_persona,gpt-5.4-mini,persona,item_0101,5,1016,360,1376,api,0.000974,2.74,1
2026-07-09T15:48:50,human_persona,gpt-5.4-mini,persona,item_0101,2,1008,336,1344,api,0.000924,3.415,1
2026-07-09T15:48:51,human_persona,gpt-5.4-mini,persona,item_0099,2,1030,334,1364,api,0.0009255,5.201,1
2026-07-09T15:48:51,human_persona,gpt-5.4-mini,persona,item_0103,2,1003,330,1333,api,0.00091075,2.658,1
2026-07-09T15:48:51,human_persona,gpt-5.4-mini,persona,item_0103,7,998,318,1316,api,0.0008855,2.688,1
2026-07-09T15:48:51,human_persona,gpt-5.4-mini,persona,item_0102,6,956,303,1259,api,0.000845,3.597,1
2026-07-09T15:48:51,human_persona,gpt-5.4-mini,persona,item_0105,2,944,283,1227,api,0.000802,2.22,1
2026-07-09T15:48:52,human_persona,gpt-5.4-mini,persona,item_0104,2,1111,351,1462,api,0.00097975,3.153,1
2026-07-09T15:48:52,human_persona,gpt-5.4-mini,persona,item_0106,10,968,310,1278,api,0.000862,2.09,1
2026-07-09T15:48:52,human_persona,gpt-5.4-mini,persona,item_0105,9,959,291,1250,api,0.00082175,2.503,1
2026-07-09T15:48:52,human_persona,gpt-5.4-mini,persona,item_0104,8,1126,338,1464,api,0.0009575,3.323,1
2026-07-09T15:48:52,human_persona,gpt-5.4-mini,persona,item_0106,2,941,309,1250,api,0.00085325,2.425,1
2026-07-09T15:48:53,human_persona,gpt-5.4-mini,persona,item_0107,4,1110,316,1426,api,0.0009095,2.109,1
2026-07-09T15:48:54,human_persona,gpt-5.4-mini,persona,item_0109,6,926,310,1236,api,0.0008515,2.158,1
2026-07-09T15:48:54,human_persona,gpt-5.4-mini,persona,item_0107,3,1114,389,1503,api,0.0010565,3.209,1
2026-07-09T15:48:54,human_persona,gpt-5.4-mini,persona,item_0110,7,902,309,1211,api,0.0008435,2.499,1
2026-07-09T15:48:54,human_persona,gpt-5.4-mini,persona,item_0108,5,1048,365,1413,api,0.000992,2.974,1
2026-07-09T15:48:54,human_persona,gpt-5.4-mini,persona,item_0110,3,918,330,1248,api,0.0008895,2.546,1
2026-07-09T15:48:55,human_persona,gpt-5.4-mini,persona,item_0111,8,969,355,1324,api,0.00095225,2.634,1
2026-07-09T15:48:55,human_persona,gpt-5.4-mini,persona,item_0111,3,965,358,1323,api,0.00095725,2.814,1
2026-07-09T15:48:55,human_persona,gpt-5.4-mini,persona,item_0109,3,923,346,1269,api,0.00092275,3.318,1
2026-07-09T15:48:56,human_persona,gpt-5.4-mini,persona,item_0112,3,974,319,1293,api,0.0008815,2.638,1
2026-07-09T15:48:56,human_persona,gpt-5.4-mini,persona,item_0112,9,978,332,1310,api,0.0009085,2.257,1
2026-07-09T15:48:56,human_persona,gpt-5.4-mini,persona,item_0114,4,941,279,1220,api,0.00079325,2.132,1
2026-07-09T15:48:57,human_persona,gpt-5.4-mini,persona,item_0114,5,942,323,1265,api,0.0008815,2.308,1
2026-07-09T15:48:57,human_persona,gpt-5.4-mini,persona,item_0116,4,977,265,1242,api,0.00077425,1.892,1
2026-07-09T15:48:57,human_persona,gpt-5.4-mini,persona,item_0113,10,1064,320,1384,api,0.000906,2.43,1
2026-07-09T15:48:57,human_persona,gpt-5.4-mini,persona,item_0115,4,980,283,1263,api,0.000811,2.23,1
