item_id,rater_a,score_a,rater_b,score_b,item_quality_hat
item_0089,9,5.809090909090912,10,5.427272727272732,5.618181818181813
item_0090,1,4.9422413793103335,2,4.747227399813599,4.844734389561977
item_0091,1,4.9422413793103335,3,5.53101118359739,5.236626281453868
item_0092,1,3.9422413793103335,4,3.81929947188568,3.880770425598011
item_0093,1,6.9422413793103335,5,7.603083255669462,7.272662317489901
item_0094,1,6.9422413793103335,6,6.657137309723512,6.799689344516926
item_0095,1,3.9422413793103335,7,4.927272727272733,4.4347570532915315
item_0096,1,6.9422413793103335,8,8.536363636363639,7.739302507836984
item_0097,1,3.9422413793103335,9,3.809090909090912,3.8756661442006246
item_0098,1,3.9422413793103335,10,4.427272727272732,4.184757053291534
item_0099,2,5.747227399813599,3,5.53101118359739,5.639119291705501
item_0100,2,4.747227399813599,4,3.81929947188568,4.283263435849641
item_0101,2,4.747227399813599,5,4.603083255669462,4.675155327741534
item_0102,2,4.747227399813599,6,4.657137309723512,4.702182354768565
item_0103,2,7.747227399813599,7,7.927272727272733,7.837250063543167
item_0104,2,6.747227399813599,8,5.53636363636364,6.141795518088622
item_0105,2,9.7472273998136,9,6.809090909090912,8.278159154452254
item_0106,2,5.747227399813599,10,6.427272727272732,6.087250063543167
item_0107,3,6.53101118359739,4,5.81929947188568,6.175155327741527
item_0108,3,7.53101118359739,5,7.603083255669462,7.567047219633421
item_0109,3,4.53101118359739,6,6.657137309723512,5.594074246660451
item_0110,3,5.53101118359739,7,5.927272727272733,5.729141955435057
item_0111,3,4.53101118359739,8,4.53636363636364,4.5336874099805105
item_0112,3,6.53101118359739,9,5.809090909090912,6.17005104634415
item_0113,3,7.53101118359739,10,7.427272727272732,7.479141955435056
item_0114,4,5.81929947188568,5,5.603083255669462,5.71119136377757
item_0115,4,5.81929947188568,6,6.657137309723512,6.238218390804594
item_0116,4,7.81929947188568,7,7.927272727272733,7.8732860995792
item_0117,4,7.81929947188568,8,6.53636363636364,7.177831554124652
item_0118,4,5.81929947188568,9,6.809090909090912,6.31419519048829
item_0119,4,5.81929947188568,10,4.427272727272732,5.1232860995792
item_0120,5,6.603083255669462,6,5.657137309723512,6.1301102826964815
item_0121,5,6.603083255669462,7,6.927272727272733,6.765177991471097
item_0122,5,6.603083255669462,8,6.53636363636364,6.5697234460165435
item_0123,5,6.603083255669462,9,6.809090909090912,6.706087082380182
item_0124,5,5.603083255669462,10,6.427272727272732,6.015177991471093
item_0125,6,6.657137309723512,7,6.927272727272733,6.792205018498113
item_0126,6,7.657137309723512,8,7.53636363636364,7.596750473043569
item_0127,6,5.657137309723512,9,4.809090909090912,5.233114109407209
item_0128,6,6.657137309723512,10,7.427272727272732,7.0422050184981115
item_0129,7,4.927272727272733,8,5.53636363636364,5.2318181818181735
item_0130,7,4.927272727272733,9,4.809090909090912,4.868181818181821
item_0131,7,5.927272727272733,10,6.427272727272732,6.177272727272724
item_0132,8,6.53636363636364,9,5.809090909090912,6.1727272727272675
item_0133,8,6.53636363636364,10,5.427272727272732,5.981818181818179
item_0134,9,6.809090909090912,10,6.427272727272732,6.618181818181813
item_0135,1,3.9422413793103335,2,4.747227399813599,4.344734389561976
item_0136,1,5.9422413793103335,3,4.53101118359739,5.2366262814538675
item_0137,1,5.9422413793103335,4,5.81929947188568,5.880770425598005
item_0138,1,6.9422413793103335,5,5.603083255669462,6.272662317489904
item_0139,1,4.9422413793103335,6,5.657137309723512,5.299689344516927
item_0140,1,5.9422413793103335,7,5.927272727272733,5.934757053291535
item_0141,1,4.9422413793103335,8,3.5363636363636397,4.239302507836981
item_0142,1,3.9422413793103335,9,4.809090909090912,4.375666144200622
item_0143,1,5.9422413793103335,10,6.427272727272732,6.184757053291537
item_0144,2,4.747227399813599,3,4.53101118359739,4.639119291705498
item_0145,2,6.747227399813599,4,7.81929947188568,7.283263435849641
item_0146,2,5.747227399813599,5,5.603083255669462,5.675155327741534
item_0147,2,5.747227399813599,6,5.657137309723512,5.702182354768559
item_0148,2,5.747227399813599,7,5.927272727272733,5.837250063543167
item_0149,2,5.747227399813599,8,4.53636363636364,5.1417955180886175
item_0150,2,5.747227399813599,9,5.809090909090912,5.778159154452254
item_0151,2,5.747227399813599,10,5.427272727272732,5.587250063543166
item_0152,3,5.53101118359739,4,6.81929947188568,6.175155327741533
item_0153,3,6.53101118359739,5,7.603083255669462,7.067047219633425
item_0154,3,5.53101118359739,6,5.657137309723512,5.594074246660449
item_0155,3,5.53101118359739,7,5.927272727272733,5.7291419554350576
item_0156,3,5.53101118359739,8,7.53636363636364,6.533687409980509
item_0157,3,5.53101118359739,9,6.809090909090912,6.170051046344147
item_0158,3,6.53101118359739,10,5.427272727272732,5.97914195543506
item_0159,4,6.81929947188568,5,6.603083255669462,6.711191363777566
item_0160,4,6.81929947188568,6,7.657137309723512,7.23821839080459
item_0161,4,3.81929947188568,7,2.927272727272733,3.373286099579199
item_0162,4,6.81929947188568,8,5.53636363636364,6.177831554124649
item_0163,4,4.81929947188568,9,4.809090909090912,4.814195190488291
item_0164,4,5.81929947188568,10,4.427272727272732,5.123286099579201
item_0165,5,4.603083255669462,6,4.657137309723512,4.630110282696487
item_0166,5,4.603083255669462,7,4.927272727272733,4.765177991471092
item_0167,5,5.603083255669462,8,6.53636363636364,6.069723446016549
item_0168,5,6.603083255669462,9,5.809090909090912,6.206087082380181
item_0169,5,6.603083255669462,10,7.427272727272732,7.015177991471097
item_0170,6,6.657137309723512,7,6.927272727272733,6.792205018498112
item_0171,6,7.657137309723512,8,5.53636363636364,6.59675047304357
item_0172,6,5.657137309723512,9,5.809090909090912,5.733114109407208
item_0173,6,4.657137309723512,10,5.427272727272732,5.042205018498116
item_0174,7,2.927272727272733,8,4.53636363636364,3.731818181818181
item_0175,7,4.927272727272733,9,6.809090909090912,5.868181818181811
item_0176,7,4.927272727272733,10,5.427272727272732,5.177272727272726
item_0177,8,4.53636363636364,9,4.809090909090912,4.672727272727266
item_0178,8,4.53636363636364,10,3.427272727272732,3.981818181818179
item_0179,9,5.809090909090912,10,6.427272727272732,6.118181818181819
item_0180,1,4.9422413793103335,2,5.747227399813599,5.344734389561974
item_0181,1,3.9422413793103335,3,4.53101118359739,4.236626281453866
item_0182,1,5.9422413793103335,4,5.81929947188568,5.880770425598007
item_0183,1,3.9422413793103335,5,4.603083255669462,4.2726623174899
item_0184,1,5.9422413793103335,6,6.657137309723512,6.299689344516926
item_0185,1,6.9422413793103335,7,5.927272727272733,6.4347570532915395
item_0186,1,5.9422413793103335,8,5.53636363636364,5.739302507836984
item_0187,1,5.9422413793103335,9,6.809090909090912,6.375666144200619
item_0188,1,4.9422413793103335,10,5.427272727272732,5.184757053291533
item_0189,2,4.747227399813599,3,4.53101118359739,4.639119291705497
item_0190,2,3.7472273998135988,4,4.81929947188568,4.28326343584964
item_0191,2,6.747227399813599,5,5.603083255669462,6.175155327741531
item_0192,2,6.747227399813599,6,6.657137309723512,6.702182354768555
item_0193,2,5.747227399813599,7,4.927272727272733,5.337250063543168
item_0194,2,4.747227399813599,8,4.53636363636364,4.641795518088621
item_0195,2,6.747227399813599,9,5.809090909090912,6.278159154452254
item_0196,2,6.747227399813599,10,6.427272727272732,6.5872500635431726
item_0197,3,5.53101118359739,4,5.81929947188568,5.675155327741533
item_0198,3,5.53101118359739,5,4.603083255669462,5.067047219633425
item_0199,3,4.53101118359739,6,5.657137309723512,5.094074246660448
item_0200,3,4.53101118359739,7,4.927272727272733,4.729141955435056
item_0201,3,7.53101118359739,8,7.53636363636364,7.5336874099805105
item_0202,3,4.53101118359739,9,6.809090909090912,5.67005104634415
item_0203,3,6.53101118359739,10,5.427272727272732,5.9791419554350576
item_0204,4,5.81929947188568,5,6.603083255669462,6.211191363777565
item_0205,4,5.81929947188568,6,3.6571373097235123,4.738218390804594
item_0206,4,6.81929947188568,7,6.927272727272733,6.873286099579202
item_0207,4,5.81929947188568,8,6.53636363636364,6.177831554124653
item_0208,4,6.81929947188568,9,5.809090909090912,6.314195190488289
item_0209,4,5.81929947188568,10,5.427272727272732,5.6232860995792
item_0210,5,4.603083255669462,6,4.657137309723512,4.630110282696482
item_0211,5,4.603083255669462,7,4.927272727272733,4.7651779914710914
item_0212,5,5.603083255669462,8,5.53636363636364,5.569723446016542
item_0213,5,4.603083255669462,9,5.809090909090912,5.20608708238018
item_0214,5,6.603083255669462,10,6.427272727272732,6.515177991471094
item_0215,6,4.657137309723512,7,3.927272727272733,4.292205018498116
item_0216,6,5.657137309723512,8,6.53636363636364,6.096750473043571
item_0217,6,3.6571373097235123,9,5.809090909090912,4.733114109407204
item_0218,6,3.6571373097235123,10,4.427272727272732,4.042205018498123
item_0219,7,6.927272727272733,8,7.53636363636364,7.231818181818174
item_0220,7,4.927272727272733,9,4.809090909090912,4.868181818181813
item_0221,7,5.927272727272733,10,6.427272727272732,6.177272727272724
item_0222,8,4.53636363636364,9,4.809090909090912,4.672727272727269
item_0223,8,6.53636363636364,10,5.427272727272732,5.981818181818185
item_0224,9,6.809090909090912,10,6.427272727272732,6.6181818181818155
item_0225,1,5.9422413793103335,2,6.747227399813599,6.3447343895619746
item_0226,1,4.9422413793103335,3,5.53101118359739,5.236626281453863
item_0227,1,5.9422413793103335,4,6.81929947188568,6.380770425598005
item_0228,1,5.9422413793103335,5,7.603083255669462,6.772662317489902
item_0229,1,5.9422413793103335,6,5.657137309723512,5.7996893445169215
item_0230,1,4.9422413793103335,7,4.927272727272733,4.934757053291533
item_0231,1,5.9422413793103335,8,4.53636363636364,5.23930250783698
item_0232,1,4.9422413793103335,9,5.809090909090912,5.375666144200619
item_0233,1,5.9422413793103335,10,6.427272727272732,6.184757053291535
item_0234,2,6.747227399813599,3,7.53101118359739,7.1391192917055
item_0235,2,6.747227399813599,4,6.81929947188568,6.783263435849639
item_0236,2,4.747227399813599,5,5.603083255669462,5.175155327741533
item_0237,2,4.747227399813599,6,4.657137309723512,4.702182354768559
item_0238,2,6.747227399813599,7,5.927272727272733,6.337250063543169
item_0239,2,3.7472273998135988,8,4.53636363636364,4.141795518088617
item_0240,2,4.747227399813599,9,4.809090909090912,4.778159154452253
item_0241,2,5.747227399813599,10,5.427272727272732,5.587250063543171
item_0242,3,6.53101118359739,4,5.81929947188568,6.175155327741533
item_0243,3,6.53101118359739,5,6.603083255669462,6.567047219633422
item_0244,3,5.53101118359739,6,5.657137309723512,5.59407424666045
item_0245,3,5.53101118359739,7,4.927272727272733,5.229141955435055
item_0246,3,6.53101118359739,8,5.53636363636364,6.033687409980511
item_0247,3,7.53101118359739,9,6.809090909090912,7.170051046344148
item_0248,3,4.53101118359739,10,5.427272727272732,4.9791419554350576
item_0249,4,4.81929947188568,5,5.603083255669462,5.211191363777565
item_0250,4,5.81929947188568,6,5.657137309723512,5.738218390804588
item_0251,4,7.81929947188568,7,6.927272727272733,7.373286099579199
item_0252,4,6.81929947188568,8,6.53636363636364,6.677831554124651
item_0253,4,4.81929947188568,9,5.809090909090912,5.314195190488293
item_0254,4,5.81929947188568,10,6.427272727272732,6.123286099579202
item_0255,5,4.603083255669462,6,5.657137309723512,5.130110282696484
item_0256,5,5.603083255669462,7,5.927272727272733,5.7651779914710914
item_0257,5,5.603083255669462,8,6.53636363636364,6.069723446016543
item_0258,5,6.603083255669462,9,5.809090909090912,6.206087082380182
item_0259,5,5.603083255669462,10,5.427272727272732,5.515177991471097
item_0260,6,5.657137309723512,7,5.927272727272733,5.792205018498114
item_0261,6,8.657137309723513,8,6.53636363636364,7.596750473043567
item_0262,6,3.6571373097235123,9,3.809090909090912,3.7331141094072104
item_0263,6,5.657137309723512,10,6.427272727272732,6.042205018498116
item_0264,7,5.927272727272733,8,5.53636363636364,5.731818181818176
item_0265,7,5.927272727272733,9,6.809090909090912,6.368181818181816
item_0266,7,4.927272727272733,10,5.427272727272732,5.177272727272724
item_0267,8,7.53636363636364,9,6.809090909090912,7.172727272727269
item_0268,8,6.53636363636364,10,6.427272727272732,6.4818181818181815
item_0269,9,5.809090909090912,10,3.427272727272732,4.618181818181817
item_0270,1,6.9422413793103335,2,5.747227399813599,6.344734389561976
item_0271,1,5.9422413793103335,3,5.53101118359739,5.7366262814538675
item_0272,1,3.9422413793103335,4,2.81929947188568,3.3807704255980044
item_0273,1,5.9422413793103335,5,6.603083255669462,6.272662317489907
item_0274,1,5.9422413793103335,6,4.657137309723512,5.299689344516924
item_0275,1,5.9422413793103335,7,7.927272727272733,6.934757053291536
item_0276,1,5.9422413793103335,8,5.53636363636364,5.7393025078369835
item_0277,1,6.9422413793103335,9,7.809090909090912,7.375666144200622
item_0278,1,5.9422413793103335,10,5.427272727272732,5.684757053291535
item_0279,2,6.747227399813599,3,7.53101118359739,7.139119291705501
item_0280,2,6.747227399813599,4,4.81929947188568,5.7832634358496415
item_0281,2,4.747227399813599,5,4.603083255669462,4.675155327741534
item_0282,2,5.747227399813599,6,5.657137309723512,5.702182354768559
item_0283,2,6.747227399813599,7,6.927272727272733,6.837250063543166
item_0284,2,6.747227399813599,8,6.53636363636364,6.641795518088622
item_0285,2,4.747227399813599,9,4.809090909090912,4.778159154452255
item_0286,2,6.747227399813599,10,6.427272727272732,6.587250063543171
item_0287,3,4.53101118359739,4,6.81929947188568,5.675155327741531
item_0288,3,5.53101118359739,5,5.603083255669462,5.567047219633422
item_0289,3,4.53101118359739,6,4.657137309723512,4.594074246660447
item_0290,3,3.53101118359739,7,3.927272727272733,3.7291419554350584
item_0291,3,6.53101118359739,8,6.53636363636364,6.5336874099805105
item_0292,3,4.53101118359739,9,3.809090909090912,4.170051046344151
item_0293,3,4.53101118359739,10,4.427272727272732,4.479141955435058
item_0294,4,4.81929947188568,5,5.603083255669462,5.211191363777567
item_0295,4,7.81929947188568,6,8.657137309723513,8.23821839080459
item_0296,4,6.81929947188568,7,5.927272727272733,6.3732860995792
item_0297,4,5.81929947188568,8,6.53636363636364,6.17783155412465
item_0298,4,6.81929947188568,9,5.809090909090912,6.314195190488293
item_0299,4,4.81929947188568,10,7.427272727272732,6.123286099579199
item_0300,5,5.603083255669462,6,6.657137309723512,6.130110282696483
item_0301,5,7.603083255669462,7,6.927272727272733,7.265177991471093
item_0302,5,4.603083255669462,8,4.53636363636364,4.569723446016545
item_0303,5,4.603083255669462,9,5.809090909090912,5.206087082380178
item_0304,5,7.603083255669462,10,7.427272727272732,7.515177991471094
item_0305,6,4.657137309723512,7,4.927272727272733,4.792205018498114
item_0306,6,5.657137309723512,8,4.53636363636364,5.096750473043568
item_0307,6,4.657137309723512,9,5.809090909090912,5.2331141094072064
item_0308,6,5.657137309723512,10,5.427272727272732,5.542205018498117
item_0309,7,4.927272727272733,8,5.53636363636364,5.231818181818177
item_0310,7,6.927272727272733,9,5.809090909090912,6.368181818181814
item_0311,7,6.927272727272733,10,6.427272727272732,6.677272727272724
item_0312,8,4.53636363636364,9,3.809090909090912,4.172727272727271
item_0313,8,4.53636363636364,10,4.427272727272732,4.48181818181818
item_0314,9,4.809090909090912,10,5.427272727272732,5.118181818181816
item_0315,1,5.9422413793103335,2,5.747227399813599,5.844734389561977
item_0316,1,6.9422413793103335,3,6.53101118359739,6.736626281453864
item_0317,1,6.9422413793103335,4,6.81929947188568,6.880770425598008
item_0318,1,3.9422413793103335,5,4.603083255669462,4.272662317489903
item_0319,1,5.9422413793103335,6,6.657137309723512,6.299689344516924
item_0320,1,4.9422413793103335,7,2.927272727272733,3.9347570532915355
item_0321,1,5.9422413793103335,8,5.53636363636364,5.739302507836979
item_0322,1,4.9422413793103335,9,4.809090909090912,4.875666144200621
item_0323,1,5.9422413793103335,10,5.427272727272732,5.684757053291532
item_0324,2,3.7472273998135988,3,3.53101118359739,3.6391192917054984
item_0325,2,4.747227399813599,4,4.81929947188568,4.78326343584964
item_0326,2,4.747227399813599,5,5.603083255669462,5.175155327741534
item_0327,2,5.747227399813599,6,5.657137309723512,5.702182354768556
item_0328,2,4.747227399813599,7,5.927272727272733,5.337250063543168
item_0329,2,5.747227399813599,8,5.53636363636364,5.6417955180886175
item_0330,2,4.747227399813599,9,5.809090909090912,5.278159154452254
item_0331,2,4.747227399813599,10,5.427272727272732,5.08725006354317
item_0332,3,5.53101118359739,4,5.81929947188568,5.675155327741532
item_0333,3,4.53101118359739,5,5.603083255669462,5.0670472196334195
item_0334,3,4.53101118359739,6,5.657137309723512,5.094074246660448
item_0335,3,7.53101118359739,7,6.927272727272733,7.229141955435056
item_0336,3,6.53101118359739,8,6.53636363636364,6.5336874099805105
item_0337,3,7.53101118359739,9,6.809090909090912,7.170051046344144
item_0338,3,5.53101118359739,10,5.427272727272732,5.479141955435056
item_0339,4,6.81929947188568,5,6.603083255669462,6.711191363777566
item_0340,4,5.81929947188568,6,6.657137309723512,6.238218390804592
item_0341,4,4.81929947188568,7,3.927272727272733,4.373286099579201
item_0342,4,7.81929947188568,8,6.53636363636364,7.177831554124649
item_0343,4,4.81929947188568,9,4.809090909090912,4.8141951904882925
item_0344,4,4.81929947188568,10,4.427272727272732,4.623286099579201
item_0345,5,6.603083255669462,6,5.657137309723512,6.130110282696484
item_0346,5,6.603083255669462,7,5.927272727272733,6.265177991471092
item_0347,5,6.603083255669462,8,7.53636363636364,7.069723446016543
item_0348,5,5.603083255669462,9,5.809090909090912,5.706087082380179
item_0349,5,6.603083255669462,10,6.427272727272732,6.515177991471094
item_0350,6,5.657137309723512,7,4.927272727272733,5.29220501849811
item_0351,6,5.657137309723512,8,6.53636363636364,6.096750473043571
item_0352,6,4.657137309723512,9,5.809090909090912,5.2331141094072064
item_0353,6,6.657137309723512,10,6.427272727272732,6.542205018498118
item_0354,7,5.927272727272733,8,6.53636363636364,6.2318181818181735
item_0355,7,4.927272727272733,9,5.809090909090912,5.36818181818181
item_0356,7,4.927272727272733,10,4.427272727272732,4.677272727272729
item_0357,8,5.53636363636364,9,6.809090909090912,6.172727272727268
item_0358,8,5.53636363636364,10,5.427272727272732,5.481818181818175
item_0359,9,5.809090909090912,10,5.427272727272732,5.618181818181815
item_0360,1,5.9422413793103335,2,5.747227399813599,5.844734389561977
item_0361,1,6.9422413793103335,3,6.53101118359739,6.736626281453864
item_0362,1,5.9422413793103335,4,6.81929947188568,6.380770425598006
item_0363,1,6.9422413793103335,5,5.603083255669462,6.272662317489903
item_0364,1,5.9422413793103335,6,5.657137309723512,5.799689344516925
item_0365,1,4.9422413793103335,7,4.927272727272733,4.934757053291532
item_0366,1,6.9422413793103335,8,6.53636363636364,6.739302507836981
item_0367,1,6.9422413793103335,9,6.809090909090912,6.875666144200621
item_0368,1,5.9422413793103335,10,5.427272727272732,5.684757053291535
item_0369,2,7.747227399813599,3,7.53101118359739,7.639119291705498
item_0370,2,6.747227399813599,4,6.81929947188568,6.7832634358496415
item_0371,2,5.747227399813599,5,6.603083255669462,6.175155327741534
item_0372,2,6.747227399813599,6,6.657137309723512,6.702182354768555
item_0373,2,6.747227399813599,7,6.927272727272733,6.837250063543167
item_0374,2,5.747227399813599,8,7.53636363636364,6.641795518088618
item_0375,2,4.747227399813599,9,5.809090909090912,5.278159154452256
item_0376,2,5.747227399813599,10,6.427272727272732,6.087250063543169
item_0377,3,6.53101118359739,4,6.81929947188568,6.675155327741534
item_0378,3,6.53101118359739,5,5.603083255669462,6.067047219633423
item_0379,3,4.53101118359739,6,2.6571373097235123,3.594074246660449
item_0380,3,5.53101118359739,7,4.927272727272733,5.22914195543506
item_0381,3,7.53101118359739,8,7.53636363636364,7.533687409980512
item_0382,3,5.53101118359739,9,4.809090909090912,5.170051046344145
item_0383,3,6.53101118359739,10,5.427272727272732,5.979141955435056
item_0384,4,5.81929947188568,5,5.603083255669462,5.711191363777569
item_0385,4,5.81929947188568,6,5.657137309723512,5.738218390804593
item_0386,4,4.81929947188568,7,4.927272727272733,4.873286099579199
item_0387,4,5.81929947188568,8,4.53636363636364,5.177831554124649
item_0388,4,5.81929947188568,9,5.809090909090912,5.814195190488294
item_0389,4,5.81929947188568,10,5.427272727272732,5.623286099579199
item_0390,5,6.603083255669462,6,6.657137309723512,6.630110282696483
item_0391,5,6.603083255669462,7,6.927272727272733,6.7651779914710914
item_0392,5,6.603083255669462,8,6.53636363636364,6.5697234460165435
item_0393,5,5.603083255669462,9,5.809090909090912,5.706087082380179
item_0394,5,6.603083255669462,10,6.427272727272732,6.515177991471092
item_0395,6,5.657137309723512,7,5.927272727272733,5.792205018498116
item_0396,6,6.657137309723512,8,5.53636363636364,6.09675047304357
item_0397,6,2.6571373097235123,9,2.809090909090912,2.7331141094072073
item_0398,6,5.657137309723512,10,6.427272727272732,6.042205018498118
item_0399,7,6.927272727272733,8,5.53636363636364,6.231818181818175
item_0400,7,6.927272727272733,9,5.809090909090912,6.368181818181813
item_0401,7,5.927272727272733,10,5.427272727272732,5.677272727272723
item_0402,8,7.53636363636364,9,5.809090909090912,6.672727272727268
item_0403,8,7.53636363636364,10,7.427272727272732,7.4818181818181735
item_0404,9,4.809090909090912,10,5.427272727272732,5.1181818181818155
item_0405,1,5.9422413793103335,2,5.747227399813599,5.844734389561979
item_0406,1,4.9422413793103335,3,4.53101118359739,4.7366262814538675
item_0407,1,3.9422413793103335,4,2.81929947188568,3.380770425598007
item_0408,1,3.9422413793103335,5,4.603083255669462,4.272662317489905
item_0409,1,3.9422413793103335,6,3.6571373097235123,3.799689344516925
item_0410,1,4.9422413793103335,7,4.927272727272733,4.934757053291534
item_0411,1,4.9422413793103335,8,5.53636363636364,5.2393025078369835
item_0412,1,5.9422413793103335,9,5.809090909090912,5.875666144200621
item_0413,1,5.9422413793103335,10,4.427272727272732,5.184757053291535
item_0414,2,6.747227399813599,3,7.53101118359739,7.1391192917055
item_0415,2,5.747227399813599,4,6.81929947188568,6.283263435849642
item_0416,2,5.747227399813599,5,5.603083255669462,5.675155327741534
