temperature,draw,input_tokens,output_tokens,cost,ok
0.0,104,1103,430,0.00325300,1
0.0,107,1103,430,0.00325300,1
0.0,108,1103,430,0.00325300,1
0.0,109,1103,430,0.00325300,1
0.0,105,1103,430,0.00325300,1
0.0,110,1103,430,0.00325300,1
0.0,111,1103,430,0.00325300,1
0.0,112,1103,430,0.00325300,1
0.0,113,1103,430,0.00325300,1
0.0,117,1103,430,0.00325300,1
0.0,119,1103,430,0.00325300,1
0.0,118,1103,430,0.00325300,1
0.0,116,1103,430,0.00325300,1
0.0,114,1103,430,0.00325300,1
0.0,115,1103,430,0.00325300,1
0.0,120,1103,430,0.00325300,1
0.0,121,1103,430,0.00325300,1
0.0,122,1103,430,0.00325300,1
0.0,123,1103,430,0.00325300,1
0.0,124,1103,430,0.00325300,1
0.0,125,1103,430,0.00325300,1
0.0,126,1103,430,0.00325300,1
0.0,127,1103,430,0.00325300,1
0.0,128,1103,430,0.00325300,1
0.0,129,1103,430,0.00325300,1
0.0,130,1103,430,0.00325300,1
0.0,131,1103,430,0.00325300,1
0.0,132,1103,430,0.00325300,1
0.0,133,1103,430,0.00325300,1
0.0,135,1103,430,0.00325300,1
0.0,136,1103,430,0.00325300,1
0.0,137,1103,430,0.00325300,1
0.0,134,1103,430,0.00325300,1
0.0,139,1103,430,0.00325300,1
0.0,138,1103,430,0.00325300,1
0.0,140,1103,430,0.00325300,1
0.0,141,1103,430,0.00325300,1
0.0,142,1103,430,0.00325300,1
0.0,143,1103,430,0.00325300,1
0.0,144,1103,430,0.00325300,1
0.0,147,1103,430,0.00325300,1
0.0,146,1103,430,0.00325300,1
0.0,145,1103,430,0.00325300,1
0.0,148,1103,430,0.00325300,1
0.0,149,1103,430,0.00325300,1
0.0,150,1103,430,0.00325300,1
0.0,151,1103,430,0.00325300,1
0.0,153,1103,430,0.00325300,1
0.0,152,1103,430,0.00325300,1
0.0,154,1103,430,0.00325300,1
0.0,155,1103,430,0.00325300,1
0.0,156,1103,430,0.00325300,1
0.0,157,1103,430,0.00325300,1
0.0,158,1103,430,0.00325300,1
0.0,159,1103,430,0.00325300,1
0.0,160,1103,430,0.00325300,1
0.0,163,1103,430,0.00325300,1
0.0,161,1103,430,0.00325300,1
0.0,162,1103,430,0.00325300,1
0.0,164,1103,430,0.00325300,1
0.0,166,1103,430,0.00325300,1
0.0,165,1103,430,0.00325300,1
0.0,167,1103,430,0.00325300,1
0.0,168,1103,430,0.00325300,1
0.0,169,1103,430,0.00325300,1
0.0,170,1103,430,0.00325300,1
0.0,171,1103,430,0.00325300,1
0.0,172,1103,430,0.00325300,1
0.0,173,1103,430,0.00325300,1
0.0,175,1103,430,0.00325300,1
0.0,176,1103,430,0.00325300,1
0.0,174,1103,430,0.00325300,1
0.0,178,1103,430,0.00325300,1
0.0,179,1103,430,0.00325300,1
0.0,177,1103,430,0.00325300,1
0.0,180,1103,430,0.00325300,1
0.0,181,1103,430,0.00325300,1
0.0,182,1103,430,0.00325300,1
0.0,183,1103,430,0.00325300,1
0.0,185,1103,430,0.00325300,1
0.0,184,1103,430,0.00325300,1
0.0,188,1103,430,0.00325300,1
0.0,189,1103,430,0.00325300,1
0.0,187,1103,430,0.00325300,1
0.0,190,1103,430,0.00325300,1
0.0,191,1103,430,0.00325300,1
0.0,192,1103,430,0.00325300,1
0.0,193,1103,430,0.00325300,1
0.0,194,1103,430,0.00325300,1
0.0,195,1103,430,0.00325300,1
0.0,197,1103,430,0.00325300,1
0.0,196,1103,430,0.00325300,1
0.0,198,1103,430,0.00325300,1
0.0,199,1103,430,0.00325300,1
0.0,200,1103,430,0.00325300,1
0.0,201,1103,430,0.00325300,1
0.0,202,1103,430,0.00325300,1
0.0,186,1103,430,0.00325300,1
0.0,203,1103,430,0.00325300,1
0.0,204,1103,430,0.00325300,1
0.0,205,1103,430,0.00325300,1
0.0,206,1103,430,0.00325300,1
0.0,207,1103,430,0.00325300,1
0.0,208,1103,430,0.00325300,1
0.0,209,1103,430,0.00325300,1
0.0,210,1103,430,0.00325300,1
0.0,211,1103,430,0.00325300,1
0.0,213,1103,430,0.00325300,1
0.0,214,1103,430,0.00325300,1
0.0,212,1103,430,0.00325300,1
0.0,217,1103,430,0.00325300,1
0.0,215,1103,430,0.00325300,1
0.0,216,1103,430,0.00325300,1
0.0,218,1103,430,0.00325300,1
0.0,219,1103,430,0.00325300,1
0.0,220,1103,430,0.00325300,1
0.0,221,1103,430,0.00325300,1
0.0,223,1103,430,0.00325300,1
0.0,225,1103,430,0.00325300,1
0.0,224,1103,430,0.00325300,1
0.0,226,1103,430,0.00325300,1
0.0,228,1103,430,0.00325300,1
0.0,222,1103,430,0.00325300,1
0.0,227,1103,430,0.00325300,1
0.0,229,1103,430,0.00325300,1
0.0,230,1103,430,0.00325300,1
0.0,231,1103,430,0.00325300,1
0.0,232,1103,430,0.00325300,1
0.0,233,1103,430,0.00325300,1
0.0,234,1103,430,0.00325300,1
0.0,235,1103,430,0.00325300,1
0.0,236,1103,430,0.00325300,1
0.0,237,1103,430,0.00325300,1
0.0,238,1103,430,0.00325300,1
0.0,240,1103,430,0.00325300,1
0.0,239,1103,430,0.00325300,1
0.0,241,1103,430,0.00325300,1
0.0,242,1103,430,0.00325300,1
0.0,243,1103,430,0.00325300,1
0.0,244,1103,430,0.00325300,1
0.0,245,1103,430,0.00325300,1
0.0,246,1103,430,0.00325300,1
0.0,247,1103,430,0.00325300,1
0.0,248,1103,430,0.00325300,1
0.0,249,1103,430,0.00325300,1
0.0,250,1103,430,0.00325300,1
0.0,251,1103,430,0.00325300,1
0.0,252,1103,430,0.00325300,1
0.0,253,1103,430,0.00325300,1
0.0,254,1103,430,0.00325300,1
0.0,255,1103,430,0.00325300,1
0.0,256,1103,430,0.00325300,1
0.0,257,1103,430,0.00325300,1
0.0,258,1103,430,0.00325300,1
0.0,259,1103,430,0.00325300,1
0.0,260,1103,430,0.00325300,1
0.0,261,1103,430,0.00325300,1
0.0,262,1103,430,0.00325300,1
0.0,263,1103,430,0.00325300,1
0.0,264,1103,430,0.00325300,1
0.0,265,1103,430,0.00325300,1
0.0,266,1103,430,0.00325300,1
0.0,267,1103,430,0.00325300,1
0.0,268,1103,430,0.00325300,1
0.0,269,1103,430,0.00325300,1
0.0,270,1103,430,0.00325300,1
0.0,272,1103,430,0.00325300,1
0.0,271,1103,430,0.00325300,1
0.0,273,1103,430,0.00325300,1
0.0,274,1103,430,0.00325300,1
0.0,275,1103,430,0.00325300,1
0.0,277,1103,430,0.00325300,1
0.0,276,1103,430,0.00325300,1
0.0,278,1103,430,0.00325300,1
0.0,279,1103,430,0.00325300,1
0.0,280,1103,430,0.00325300,1
0.0,281,1103,430,0.00325300,1
0.0,282,1103,430,0.00325300,1
0.0,283,1103,430,0.00325300,1
0.0,284,1103,430,0.00325300,1
0.0,286,1103,430,0.00325300,1
0.0,287,1103,430,0.00325300,1
0.0,285,1103,430,0.00325300,1
0.0,288,1103,430,0.00325300,1
0.0,289,1103,430,0.00325300,1
0.0,290,1103,430,0.00325300,1
0.0,291,1103,430,0.00325300,1
0.0,292,1103,430,0.00325300,1
0.0,293,1103,430,0.00325300,1
0.0,294,1103,430,0.00325300,1
0.0,295,1103,430,0.00325300,1
0.0,296,1103,430,0.00325300,1
0.0,297,1103,430,0.00325300,1
0.0,298,1103,430,0.00325300,1
0.0,299,1103,430,0.00325300,1
0.1,4,1103,397,0.00308800,1
0.1,3,1103,434,0.00327300,1
0.1,9,1103,433,0.00326800,1
0.1,8,1103,449,0.00334800,1
0.1,0,1103,440,0.00330300,1
0.1,2,1103,434,0.00327300,1
0.1,1,1103,426,0.00323300,1
0.1,5,1103,440,0.00330300,1
0.1,7,1103,439,0.00329800,1
0.1,6,1103,455,0.00337800,1
0.1,10,1103,410,0.00315300,1
0.1,14,1103,436,0.00328300,1
0.1,12,1103,435,0.00327800,1
0.1,11,1103,437,0.00328800,1
0.1,15,1103,429,0.00324800,1
0.1,13,1103,435,0.00327800,1
0.1,16,1103,447,0.00333800,1
0.1,17,1103,429,0.00324800,1
0.1,18,1103,433,0.00326800,1
0.1,19,1103,431,0.00325800,1
0.1,20,1103,407,0.00313800,1
0.1,24,1103,433,0.00326800,1
0.1,22,1103,422,0.00321300,1
0.1,27,1103,434,0.00327300,1
0.1,23,1103,443,0.00331800,1
0.1,26,1103,425,0.00322800,1
0.1,28,1103,432,0.00326300,1
0.1,21,1103,452,0.00336300,1
0.1,25,1103,440,0.00330300,1
0.1,29,1103,444,0.00332300,1
0.1,31,1103,430,0.00325300,1
0.1,30,1103,412,0.00316300,1
0.1,32,1103,456,0.00338300,1
0.1,33,1103,434,0.00327300,1
0.1,34,1103,450,0.00335300,1
0.1,38,1103,434,0.00327300,1
0.1,37,1103,439,0.00329800,1
0.1,36,1103,440,0.00330300,1
0.1,35,1103,429,0.00324800,1
0.1,39,1103,451,0.00335800,1
0.1,40,1103,423,0.00321800,1
0.1,41,1103,433,0.00326800,1
0.1,42,1103,449,0.00334800,1
0.1,43,1103,425,0.00322800,1
0.1,44,1103,444,0.00332300,1
0.1,45,1103,449,0.00334800,1
0.1,46,1103,445,0.00332800,1
0.1,48,1103,443,0.00331800,1
0.1,47,1103,439,0.00329800,1
0.1,49,1103,432,0.00326300,1
0.1,50,1103,436,0.00328300,1
0.1,51,1103,433,0.00326800,1
0.1,52,1103,438,0.00329300,1
0.1,53,1103,402,0.00311300,1
0.1,54,1103,422,0.00321300,1
0.1,56,1103,421,0.00320800,1
0.1,55,1103,438,0.00329300,1
0.1,58,1103,439,0.00329800,1
0.1,57,1103,428,0.00324300,1
0.1,59,1103,429,0.00324800,1
0.1,60,1103,430,0.00325300,1
0.1,61,1103,445,0.00332800,1
0.1,62,1103,428,0.00324300,1
0.1,64,1103,448,0.00334300,1
0.1,63,1103,459,0.00339800,1
0.1,66,1103,449,0.00334800,1
0.1,67,1103,433,0.00326800,1
0.1,68,1103,428,0.00324300,1
0.1,65,1103,438,0.00329300,1
0.1,69,1103,434,0.00327300,1
0.1,70,1103,407,0.00313800,1
0.1,71,1103,448,0.00334300,1
0.1,72,1103,439,0.00329800,1
0.1,74,1103,439,0.00329800,1
0.1,73,1103,439,0.00329800,1
0.1,77,1103,466,0.00343300,1
0.1,78,1103,430,0.00325300,1
0.1,76,1103,428,0.00324300,1
0.1,75,1103,453,0.00336800,1
0.1,79,1103,448,0.00334300,1
0.1,82,1103,434,0.00327300,1
0.1,83,1103,433,0.00326800,1
0.1,84,1103,433,0.00326800,1
0.1,81,1103,443,0.00331800,1
0.1,80,1103,465,0.00342800,1
0.1,85,1103,439,0.00329800,1
0.1,88,1103,432,0.00326300,1
0.1,86,1103,433,0.00326800,1
0.1,89,1103,430,0.00325300,1
0.1,87,1103,445,0.00332800,1
0.1,90,1103,431,0.00325800,1
0.1,91,1103,419,0.00319800,1
0.1,94,1103,427,0.00323800,1
0.1,92,1103,461,0.00340800,1
0.1,93,1103,451,0.00335800,1
0.1,95,1103,434,0.00327300,1
0.1,96,1103,445,0.00332800,1
0.1,98,1103,450,0.00335300,1
0.1,99,1103,436,0.00328300,1
0.1,97,1103,445,0.00332800,1
0.1,101,1103,423,0.00321800,1
0.1,100,1103,442,0.00331300,1
0.1,102,1103,419,0.00319800,1
0.1,104,1103,440,0.00330300,1
0.1,103,1103,433,0.00326800,1
0.1,105,1103,442,0.00331300,1
0.1,106,1103,438,0.00329300,1
0.1,107,1103,438,0.00329300,1
0.1,108,1103,417,0.00318800,1
0.1,109,1103,445,0.00332800,1
0.1,110,1103,444,0.00332300,1
0.1,112,1103,446,0.00333300,1
0.1,113,1103,413,0.00316800,1
0.1,114,1103,439,0.00329800,1
0.1,111,1103,417,0.00318800,1
0.1,116,1103,438,0.00329300,1
0.1,115,1103,439,0.00329800,1
0.1,117,1103,448,0.00334300,1
0.1,118,1103,460,0.00340300,1
0.1,119,1103,423,0.00321800,1
0.1,120,1103,441,0.00330800,1
0.1,122,1103,422,0.00321300,1
0.1,121,1103,452,0.00336300,1
0.1,123,1103,439,0.00329800,1
0.1,124,1103,435,0.00327800,1
0.1,125,1103,427,0.00323800,1
0.1,126,1103,422,0.00321300,1
0.1,127,1103,445,0.00332800,1
0.1,128,1103,458,0.00339300,1
0.1,129,1103,441,0.00330800,1
0.1,130,1103,430,0.00325300,1
0.1,131,1103,437,0.00328800,1
0.1,133,1103,431,0.00325800,1
0.1,132,1103,428,0.00324300,1
0.1,134,1103,419,0.00319800,1
0.1,135,1103,453,0.00336800,1
0.1,136,1103,424,0.00322300,1
0.1,137,1103,416,0.00318300,1
0.1,138,1103,428,0.00324300,1
0.1,139,1103,440,0.00330300,1
0.1,140,1103,449,0.00334800,1
0.1,141,1103,444,0.00332300,1
0.1,142,1103,441,0.00330800,1
0.1,144,1103,414,0.00317300,1
0.1,143,1103,449,0.00334800,1
0.1,145,1103,449,0.00334800,1
0.1,146,1103,439,0.00329800,1
0.1,147,1103,457,0.00338800,1
0.1,148,1103,433,0.00326800,1
0.1,149,1103,437,0.00328800,1
0.1,150,1103,423,0.00321800,1
0.1,151,1103,407,0.00313800,1
0.1,153,1103,440,0.00330300,1
0.1,152,1103,445,0.00332800,1
0.1,154,1103,439,0.00329800,1
0.1,155,1103,439,0.00329800,1
0.1,156,1103,446,0.00333300,1
0.1,157,1103,410,0.00315300,1
0.1,158,1103,421,0.00320800,1
0.1,160,1103,431,0.00325800,1
0.1,159,1103,444,0.00332300,1
0.1,161,1103,424,0.00322300,1
0.1,162,1103,445,0.00332800,1
0.1,163,1103,438,0.00329300,1
0.1,165,1103,412,0.00316300,1
0.1,166,1103,452,0.00336300,1
0.1,164,1103,438,0.00329300,1
0.1,167,1103,442,0.00331300,1
0.1,169,1103,430,0.00325300,1
0.1,171,1103,423,0.00321800,1
0.1,170,1103,433,0.00326800,1
0.1,168,1103,440,0.00330300,1
0.1,173,1103,443,0.00331800,1
0.1,172,1103,455,0.00337800,1
0.1,175,1103,432,0.00326300,1
0.1,176,1103,454,0.00337300,1
0.1,174,1103,429,0.00324800,1
0.1,177,1103,444,0.00332300,1
0.1,180,1103,441,0.00330800,1
0.1,179,1103,417,0.00318800,1
0.1,181,1103,453,0.00336800,1
0.1,178,1103,456,0.00338300,1
0.1,182,1103,446,0.00333300,1
0.1,183,1103,430,0.00325300,1
0.1,184,1103,434,0.00327300,1
0.1,185,1103,449,0.00334800,1
0.1,186,1103,435,0.00327800,1
0.1,187,1103,457,0.00338800,1
0.1,189,1103,431,0.00325800,1
0.1,190,1103,429,0.00324800,1
0.1,188,1103,433,0.00326800,1
0.1,191,1103,450,0.00335300,1
0.1,192,1103,442,0.00331300,1
0.1,194,1103,439,0.00329800,1
0.1,193,1103,449,0.00334800,1
0.1,195,1103,433,0.00326800,1
0.1,196,1103,437,0.00328800,1
0.1,197,1103,450,0.00335300,1
0.1,199,1103,444,0.00332300,1
0.1,200,1103,441,0.00330800,1
0.1,198,1103,452,0.00336300,1
0.1,204,1103,435,0.00327800,1
0.1,202,1103,448,0.00334300,1
0.1,201,1103,436,0.00328300,1
0.1,203,1103,448,0.00334300,1
0.1,206,1103,430,0.00325300,1
0.1,205,1103,458,0.00339300,1
0.1,207,1103,415,0.00317800,1
0.1,208,1103,448,0.00334300,1
0.1,209,1103,439,0.00329800,1
0.1,211,1103,409,0.00314800,1
0.1,213,1103,420,0.00320300,1
0.1,210,1103,429,0.00324800,1
0.1,212,1103,432,0.00326300,1
0.1,216,1103,423,0.00321800,1
0.1,215,1103,442,0.00331300,1
0.1,214,1103,443,0.00331800,1
0.1,217,1103,412,0.00316300,1
0.1,218,1103,444,0.00332300,1
0.1,219,1103,442,0.00331300,1
0.1,222,1103,437,0.00328800,1
0.1,220,1103,446,0.00333300,1
0.1,221,1103,427,0.00323800,1
0.1,223,1103,439,0.00329800,1
0.1,225,1103,449,0.00334800,1
0.1,224,1103,453,0.00336800,1
0.1,226,1103,422,0.00321300,1
0.1,227,1103,422,0.00321300,1
0.1,231,1103,428,0.00324300,1
0.1,228,1103,471,0.00345800,1
0.1,233,1103,418,0.00319300,1
0.1,230,1103,450,0.00335300,1
0.1,232,1103,451,0.00335800,1
0.1,234,1103,417,0.00318800,1
0.1,229,1103,434,0.00327300,1
0.1,235,1103,427,0.00323800,1
0.1,236,1103,434,0.00327300,1
0.1,237,1103,445,0.00332800,1
0.1,239,1103,435,0.00327800,1
0.1,238,1103,427,0.00323800,1
0.1,240,1103,422,0.00321300,1
0.1,242,1103,430,0.00325300,1
0.1,244,1103,431,0.00325800,1
0.1,243,1103,454,0.00337300,1
0.1,241,1103,445,0.00332800,1
0.1,246,1103,435,0.00327800,1
0.1,245,1103,448,0.00334300,1
0.1,247,1103,454,0.00337300,1
0.1,249,1103,421,0.00320800,1
0.1,250,1103,419,0.00319800,1
0.1,248,1103,418,0.00319300,1
0.1,251,1103,459,0.00339800,1
0.1,252,1103,419,0.00319800,1
0.1,253,1103,430,0.00325300,1
0.1,254,1103,426,0.00323300,1
0.1,255,1103,427,0.00323800,1
0.1,256,1103,439,0.00329800,1
0.1,257,1103,463,0.00341800,1
0.1,258,1103,427,0.00323800,1
0.1,260,1103,441,0.00330800,1
0.1,259,1103,434,0.00327300,1
0.1,261,1103,436,0.00328300,1
0.1,262,1103,459,0.00339800,1
0.1,264,1103,462,0.00341300,1
0.1,263,1103,429,0.00324800,1
0.1,266,1103,448,0.00334300,1
0.1,267,1103,430,0.00325300,1
0.1,265,1103,436,0.00328300,1
0.1,269,1103,454,0.00337300,1
0.1,268,1103,458,0.00339300,1
0.1,270,1103,436,0.00328300,1
0.1,272,1103,413,0.00316800,1
0.1,271,1103,408,0.00314300,1
0.1,273,1103,424,0.00322300,1
0.1,274,1103,442,0.00331300,1
0.1,275,1103,456,0.00338300,1
0.1,277,1103,431,0.00325800,1
0.1,276,1103,453,0.00336800,1
0.1,278,1103,427,0.00323800,1
0.1,279,1103,417,0.00318800,1
0.1,280,1103,441,0.00330800,1
0.1,282,1103,433,0.00326800,1
0.1,283,1103,439,0.00329800,1
0.1,284,1103,443,0.00331800,1
0.1,281,1103,436,0.00328300,1
0.1,287,1103,425,0.00322800,1
0.1,286,1103,443,0.00331800,1
0.1,285,1103,435,0.00327800,1
0.1,288,1103,445,0.00332800,1
0.1,289,1103,454,0.00337300,1
0.1,291,1103,429,0.00324800,1
0.1,290,1103,456,0.00338300,1
0.1,293,1103,445,0.00332800,1
0.1,294,1103,458,0.00339300,1
0.1,292,1103,456,0.00338300,1
0.1,297,1103,422,0.00321300,1
0.1,296,1103,443,0.00331800,1
0.1,295,1103,445,0.00332800,1
0.1,299,1103,434,0.00327300,1
0.1,298,1103,454,0.00337300,1
0.2,9,1103,426,0.00323300,1
0.2,0,1103,417,0.00318800,1
0.2,2,1103,453,0.00336800,1
0.2,5,1103,451,0.00335800,1
0.2,3,1103,425,0.00322800,1
0.2,1,1103,462,0.00341300,1
0.2,4,1103,457,0.00338800,1
0.2,8,1103,438,0.00329300,1
0.2,7,1103,467,0.00343800,1
0.2,6,1103,456,0.00338300,1
0.2,11,1103,440,0.00330300,1
0.2,10,1103,418,0.00319300,1
0.2,12,1103,440,0.00330300,1
0.2,14,1103,456,0.00338300,1
0.2,13,1103,445,0.00332800,1
0.2,15,1103,477,0.00348800,1
0.2,18,1103,425,0.00322800,1
0.2,19,1103,418,0.00319300,1
0.2,17,1103,445,0.00332800,1
0.2,16,1103,450,0.00335300,1
0.2,20,1103,411,0.00315800,1
0.2,24,1103,412,0.00316300,1
0.2,21,1103,428,0.00324300,1
0.2,22,1103,480,0.00350300,1
0.2,23,1103,450,0.00335300,1
0.2,28,1103,404,0.00312300,1
0.2,25,1103,432,0.00326300,1
0.2,26,1103,482,0.00351300,1
0.2,27,1103,464,0.00342300,1
0.2,29,1103,464,0.00342300,1
0.2,30,1103,428,0.00324300,1
0.2,31,1103,425,0.00322800,1
0.2,35,1103,417,0.00318800,1
0.2,32,1103,433,0.00326800,1
0.2,34,1103,417,0.00318800,1
0.2,36,1103,417,0.00318800,1
0.2,39,1103,411,0.00315800,1
0.2,33,1103,479,0.00349800,1
0.2,37,1103,438,0.00329300,1
0.2,38,1103,432,0.00326300,1
0.2,40,1103,417,0.00318800,1
0.2,41,1103,433,0.00326800,1
0.2,42,1103,401,0.00310800,1
0.2,44,1103,416,0.00318300,1
0.2,47,1103,435,0.00327800,1
0.2,45,1103,437,0.00328800,1
0.2,43,1103,427,0.00323800,1
0.2,48,1103,424,0.00322300,1
0.2,49,1103,407,0.00313800,1
0.2,46,1103,429,0.00324800,1
0.2,50,1103,423,0.00321800,1
0.2,54,1103,421,0.00320800,1
0.2,53,1103,412,0.00316300,1
0.2,52,1103,429,0.00324800,1
0.2,51,1103,455,0.00337800,1
0.2,57,1103,446,0.00333300,1
0.2,55,1103,452,0.00336300,1
0.2,58,1103,437,0.00328800,1
0.2,56,1103,447,0.00333800,1
0.2,59,1103,456,0.00338300,1
0.2,60,1103,434,0.00327300,1
0.2,61,1103,452,0.00336300,1
0.2,62,1103,448,0.00334300,1
0.2,63,1103,432,0.00326300,1
0.2,68,1103,416,0.00318300,1
0.2,65,1103,477,0.00348800,1
0.2,64,1103,485,0.00352800,1
0.2,67,1103,451,0.00335800,1
0.2,69,1103,441,0.00330800,1
0.2,66,1103,484,0.00352300,1
0.2,70,1103,445,0.00332800,1
0.2,72,1103,459,0.00339800,1
0.2,71,1103,441,0.00330800,1
0.2,73,1103,453,0.00336800,1
0.2,78,1103,443,0.00331800,1
0.2,74,1103,430,0.00325300,1
0.2,77,1103,439,0.00329800,1
0.2,79,1103,433,0.00326800,1
0.2,76,1103,440,0.00330300,1
0.2,75,1103,425,0.00322800,1
0.2,80,1103,447,0.00333800,1
0.2,81,1103,432,0.00326300,1
0.2,83,1103,413,0.00316800,1
0.2,82,1103,439,0.00329800,1
0.2,87,1103,423,0.00321800,1
0.2,85,1103,419,0.00319800,1
0.2,86,1103,417,0.00318800,1
0.2,84,1103,451,0.00335800,1
0.2,88,1103,472,0.00346300,1
0.2,89,1103,442,0.00331300,1
0.2,91,1103,446,0.00333300,1
0.2,90,1103,443,0.00331800,1
0.2,92,1103,451,0.00335800,1
0.2,94,1103,443,0.00331800,1
0.2,95,1103,428,0.00324300,1
0.2,93,1103,426,0.00323300,1
0.2,97,1103,440,0.00330300,1
0.2,96,1103,455,0.00337800,1
0.2,98,1103,454,0.00337300,1
0.2,99,1103,437,0.00328800,1
0.2,100,1103,431,0.00325800,1
0.2,101,1103,410,0.00315300,1
0.2,103,1103,401,0.00310800,1
0.2,102,1103,450,0.00335300,1
0.2,104,1103,442,0.00331300,1
0.2,105,1103,435,0.00327800,1
0.2,106,1103,456,0.00338300,1
0.2,108,1103,440,0.00330300,1
0.2,109,1103,436,0.00328300,1
0.2,110,1103,448,0.00334300,1
0.2,107,1103,492,0.00356300,1
0.2,114,1103,437,0.00328800,1
0.2,112,1103,425,0.00322800,1
0.2,111,1103,444,0.00332300,1
0.2,113,1103,418,0.00319300,1
0.2,115,1103,488,0.00354300,1
0.2,116,1103,453,0.00336800,1
0.2,118,1103,411,0.00315800,1
0.2,117,1103,462,0.00341300,1
0.2,119,1103,449,0.00334800,1
0.2,120,1103,448,0.00334300,1
0.2,121,1103,434,0.00327300,1
0.2,123,1103,443,0.00331800,1
0.2,122,1103,459,0.00339800,1
0.2,124,1103,459,0.00339800,1
0.2,126,1103,451,0.00335800,1
0.2,125,1103,434,0.00327300,1
0.2,128,1103,458,0.00339300,1
0.2,127,1103,431,0.00325800,1
0.2,129,1103,438,0.00329300,1
0.2,130,1103,431,0.00325800,1
0.2,131,1103,469,0.00344800,1
0.2,132,1103,439,0.00329800,1
0.2,133,1103,429,0.00324800,1
